system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_10,69,191,1693,679,222,430,209,750,2997,3739,3863,3932,3491,0,0,0,0,0,4,23,45,22,1364,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17215007,42.53732217]}"
2_11,69,176,1591,639,223,390,194,691,2794,3553,3713,3775,3953,0,0,0,0,0,4,24,40,20,1293,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17311207,42.53663424]}"
2_12,68,173,1668,659,209,406,194,751,2915,3642,3795,3883,3949,0,0,0,0,0,4,22,42,20,1280,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17376999,42.53619407]}"
2_13,68,177,1604,631,211,385,193,681,2904,3705,3826,3890,3619,0,0,0,0,0,4,22,39,20,1291,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17443905,42.53573871]}"
2_14,68,178,1726,688,231,419,203,742,3079,3888,4160,4187,3959,0,0,0,0,0,4,24,43,21,1320,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17581962,42.53481354]}"
2_15,69,191,1481,635,244,415,212,707,2613,3188,3359,3321,3491,0,0,0,0,0,4,27,43,23,1308,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17252866,42.53727737]}"
2_16,69,178,1619,644,222,426,200,738,2854,3597,3732,3864,3930,0,0,0,0,0,4,24,43,21,1310,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17333147,42.53687172]}"
2_17,68,173,1661,652,199,363,186,669,2734,3568,3594,3807,3949,0,0,0,0,0,4,22,38,20,1287,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.1738539,42.53665254]}"
2_18,68,178,1667,695,211,400,199,719,2704,3256,3512,3530,3685,0,0,0,0,0,4,21,42,21,1203,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,68,175,1736,731,223,423,222,785,2855,3535,3822,3866,3844,0,0,0,0,0,4,23,43,23,1301,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,69,176,1590,623,202,384,195,692,2396,3044,3107,3355,3814,0,0,0,0,0,4,22,39,20,1227,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,69,173,1610,675,219,386,219,688,2503,3150,3329,3438,3606,0,0,0,0,0,4,24,39,22,1241,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,69,174,1582,629,212,392,198,694,2848,3548,3851,3876,3885,0,0,0,0,0,4,21,40,21,1344,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,68,179,1505,594,210,389,197,661,2637,3364,3629,3733,3778,0,0,0,0,0,4,22,40,21,1215,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,68,185,1418,556,219,411,206,694,2620,3245,3402,3474,3325,0,0,0,0,0,4,23,43,22,1227,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,69,197,1538,766,271,357,266,606,1891,2281,2430,2621,3047,0,0,0,0,0,4,29,36,27,977,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,69,173,1434,575,211,398,188,692,2570,3241,3381,3490,3606,0,0,0,0,0,4,22,42,20,1403,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,69,187,1660,660,219,432,195,767,2990,3703,3795,3932,3441,0,0,0,0,0,4,22,44,20,1414,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,68,187,1551,609,219,414,196,690,2704,3440,3597,3730,3921,0,0,0,0,0,4,24,42,20,1273,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,68,186,1581,627,225,436,211,755,2869,3550,3704,3772,3804,0,0,0,0,0,4,24,45,22,1345,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,69,197,1621,733,248,414,255,705,2373,2940,3046,3089,3047,0,0,0,0,0,4,26,43,27,1194,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,69,172,1407,603,217,420,205,786,2635,3148,3224,3360,3114,0,0,0,0,0,4,23,44,22,1404,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,69,187,1507,697,241,458,269,885,2122,2513,2638,2868,3441,0,0,0,0,0,4,25,47,28,1204,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,69,201,1553,721,234,471,228,807,2508,2892,2979,3043,3451,0,0,0,0,0,4,26,48,23,1168,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,68,184,1642,658,214,393,196,699,2764,3426,3669,3697,3833,0,0,0,0,0,4,23,41,21,1265,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,69,197,1502,624,242,453,226,772,2546,3078,3281,3280,3047,0,0,0,0,0,4,27,46,23,1203,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,69,172,1487,608,213,402,197,707,2593,3176,3408,3494,3114,0,0,0,0,0,4,23,41,20,1399,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,69,210,1713,827,289,525,357,1061,2396,2768,2928,3094,3113,0,0,0,0,0,4,30,54,37,1203,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,69,197,1665,722,248,543,262,1060,2889,3395,3616,3711,3549,0,0,0,0,0,4,26,55,27,1348,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,68,174,1594,646,206,416,194,709,2737,3422,3501,3666,3888,0,0,0,0,0,4,22,43,21,1300,2019-08-26T15:51:19,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
