system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_19,108,431,2110,901,438,610,347,926,3558,4561,4563,4857,4891,0,0,0,0,0,4,46,63,36,2236,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,108,700,2136,952,548,752,449,1071,3643,4574,4532,4837,4954,0,0,0,0,0,4,56,77,46,2191,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,108,870,2084,942,528,680,420,950,3410,4347,4288,4615,4812,0,0,0,0,0,4,55,70,43,2117,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,108,874,2430,1236,1029,1158,867,1425,3830,4757,4761,5017,5037,0,0,0,0,0,4,106,118,88,2170,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,108,869,2238,1171,714,927,718,1264,3636,4672,4704,4881,4887,0,0,0,0,0,4,72,95,74,2058,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,108,945,2971,1832,1544,1696,1525,2044,3779,4460,4428,4612,4274,0,0,0,0,0,5,157,173,155,2099,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,108,591,2128,1066,626,757,543,1027,2962,3727,3826,3958,4302,0,0,0,0,0,4,64,77,55,1901,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,108,870,2492,1327,1211,1316,1022,1561,3792,4646,4682,4903,4812,0,0,0,0,0,4,123,136,105,2141,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,108,1379,2430,1216,1005,1129,828,1416,3898,4901,4847,5119,4868,0,0,0,0,0,4,103,116,85,2100,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,108,1673,3706,2609,2303,2380,2225,2701,4181,4745,4793,4885,4942,1,0,0,0,0,7,234,242,227,1878,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,108,1337,2621,1499,1157,1318,1084,1652,3732,4517,4587,4785,4755,0,0,0,0,0,4,119,135,111,2032,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,108,591,2207,1126,672,816,600,1090,3119,3890,3818,4184,4302,0,0,0,0,0,4,69,84,62,1963,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,108,1208,2643,1536,1362,1530,1273,1806,3747,4473,4561,4751,4706,0,0,0,0,0,5,139,157,130,2107,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,108,1379,3299,2268,2056,2103,1894,2352,4002,4676,4728,4860,4868,7,0,0,0,0,7,210,214,193,1819,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,108,1970,3301,2202,2055,2110,1893,2373,4088,4751,4782,4923,5087,8,0,0,0,0,7,209,216,193,1819,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,108,1342,3126,2037,1499,1653,1482,2017,3901,4660,4736,4850,4844,0,0,0,0,0,5,154,168,151,1914,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,108,591,2006,857,517,728,395,999,3379,4207,4385,4468,4302,0,0,0,0,0,4,54,75,41,2195,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,108,1208,2343,1192,865,1031,758,1343,3641,4497,4583,4683,4706,0,0,0,0,0,4,88,105,77,2154,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,108,2367,4172,3536,3231,3111,2907,3351,4429,4883,5081,4998,5148,71,0,0,0,0,8,255,255,255,1819,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,108,2847,4342,3861,2996,3144,3168,3646,4711,5193,4987,5275,5452,51,0,0,0,0,8,255,255,255,1819,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,108,1937,2502,1670,1150,1396,1215,1742,3553,4199,4222,4310,4580,0,0,0,0,0,4,117,142,124,1903,2019-07-07T15:51:24,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
