385,0.078813,0.12631,-0.87382,0.22196,0.12564,0.090389,0.078697,0.051598,0.21748,0.09016,0.093228,0.32796,0.048061,0.74307,NaN,0.12276
386,0.068819,0.12187,0.088882,0.24062,0.085524,0.054196,0.070748,0.062375,0.15965,0.069601,0.078699,0.088981,0.038966,0.75945,NaN,0.043496
387,0.029439,0.054052,0.033435,0.025905,0.043311,0.03265,0.033066,0.04752,0.064412,0.037537,0.040339,0.048697,0.02789,0.041921,NaN,0.013429
388,0.03556,0.050348,0.034795,0.029058,0.052947,0.034394,0.040309,0.057125,0.07445,0.047927,0.049256,0.047643,0.03469,0.043555,NaN,0.020957
389,0.042084,0.059254,0.038728,0.044067,0.058474,0.030462,0.050848,0.065155,0.08053,0.060294,0.058608,0.045373,0.039971,0.048893,NaN,0.028695
390,0.035845,0.076077,0.044337,0.053638,0.055225,0.035633,0.055435,0.07691,0.061636,0.06827,0.05295,0.061657,0.047007,0.042173,NaN,0.036633
391,0.038163,0.08188,0.050284,0.060952,0.057979,0.041733,0.062542,0.084859,0.071955,0.072782,0.063623,0.065298,0.055735,0.041833,NaN,0.041792
392,0.038107,0.065045,0.048572,0.054255,0.052862,0.035355,0.06541,0.076016,0.077299,0.068553,0.066971,0.054463,0.054639,0.03667,NaN,0.03808
393,0.036829,0.045005,0.045629,0.038567,0.042773,0.024706,0.065623,0.060681,0.069653,0.062755,0.056602,0.04974,0.047675,0.031467,NaN,0.03497
394,0.036455,0.039882,0.043169,0.018629,0.034035,0.020625,0.056368,0.045597,0.059876,0.054952,0.043202,0.042219,0.042706,0.030984,NaN,0.033547
395,0.035402,0.037418,0.034347,0.011775,0.029013,0.016898,0.046731,0.027639,0.044779,0.05027,0.035538,0.03423,0.03919,0.027397,NaN,0.028593
396,0.034581,0.036683,0.028688,0.010662,0.027345,0.013453,0.042779,0.02214,0.039421,0.04557,0.032355,0.030404,0.037359,0.026101,NaN,0.024781
397,0.03503,0.037777,0.029947,0.010534,0.028448,0.012902,0.042864,0.026327,0.041719,0.041046,0.03143,0.030159,0.037893,0.029045,NaN,0.025455
398,0.03661,0.039362,0.030522,0.011328,0.031549,0.014064,0.041798,0.029423,0.040071,0.042547,0.032295,0.028382,0.04049,0.029786,NaN,0.028583
399,0.035773,0.042537,0.031687,0.011945,0.033144,0.014698,0.041973,0.031463,0.039803,0.043654,0.032594,0.028757,0.040243,0.029782,NaN,0.031408
400,0.035406,0.044827,0.032841,0.013801,0.031984,0.01526,0.043934,0.032553,0.040527,0.044491,0.032101,0.029848,0.038926,0.02922,NaN,0.031965
401,0.034284,0.038355,0.028331,0.013657,0.025544,0.013338,0.043027,0.028214,0.035189,0.04357,0.027779,0.024874,0.036926,0.022423,NaN,0.025681
402,0.033596,0.037483,0.028602,0.015524,0.025917,0.015647,0.044531,0.02861,0.036023,0.04398,0.028279,0.027118,0.036223,0.0221,NaN,0.024282
403,0.03394,0.038302,0.029599,0.016202,0.027086,0.016624,0.044705,0.028443,0.036864,0.044021,0.028547,0.027554,0.036356,0.023554,NaN,0.024404
404,0.033801,0.037824,0.028329,0.013778,0.025299,0.013984,0.041744,0.024545,0.03445,0.041172,0.025882,0.023782,0.035203,0.02237,NaN,0.023455
405,0.034554,0.039261,0.028791,0.014179,0.025002,0.014885,0.042472,0.023734,0.035421,0.038864,0.026189,0.02675,0.034796,0.021161,NaN,0.025013
406,0.03488,0.039685,0.029218,0.015923,0.025054,0.01597,0.042585,0.024262,0.036136,0.038914,0.026095,0.027615,0.034706,0.021405,NaN,0.027135
407,0.034225,0.040525,0.029532,0.017573,0.025589,0.016589,0.042031,0.025446,0.035589,0.039163,0.026291,0.027554,0.03469,0.022207,NaN,0.028511
408,0.032804,0.041822,0.030202,0.018173,0.026674,0.016838,0.041622,0.02673,0.034425,0.03837,0.027572,0.028336,0.034452,0.022547,NaN,0.028655
409,0.032063,0.040432,0.031117,0.01774,0.027344,0.016343,0.041023,0.026889,0.034214,0.03821,0.028235,0.027763,0.033481,0.022686,NaN,0.027766
410,0.031759,0.038921,0.031328,0.017416,0.026052,0.01525,0.040295,0.025836,0.033366,0.03833,0.028101,0.026843,0.033018,0.022751,NaN,0.026948
411,0.031853,0.038207,0.030834,0.016914,0.024398,0.014338,0.039109,0.025443,0.032286,0.038365,0.028022,0.026871,0.032689,0.022671,NaN,0.026757
412,0.03164,0.037501,0.029774,0.015322,0.024088,0.013353,0.037009,0.026003,0.031497,0.037417,0.027895,0.027295,0.031388,0.021614,NaN,0.026493
413,0.031962,0.038111,0.030163,0.015464,0.024952,0.012238,0.037298,0.026216,0.031223,0.036934,0.028338,0.026612,0.031587,0.020577,NaN,0.02716
414,0.032287,0.038965,0.030152,0.016083,0.025327,0.011599,0.037911,0.026237,0.030701,0.037015,0.028515,0.025858,0.032189,0.020524,NaN,0.027688
415,0.0324,0.039377,0.029633,0.016777,0.02505,0.01168,0.037731,0.026317,0.030227,0.037457,0.028608,0.026044,0.032642,0.021461,NaN,0.027669
416,0.031987,0.039229,0.029846,0.017591,0.02497,0.011983,0.037391,0.026288,0.030406,0.037554,0.029329,0.026831,0.032987,0.022499,NaN,0.027736
417,0.032053,0.039979,0.029781,0.017987,0.025615,0.012668,0.037934,0.026684,0.0309,0.038171,0.029916,0.027586,0.033658,0.02333,NaN,0.028607
418,0.032507,0.040568,0.029785,0.018195,0.026079,0.013013,0.037898,0.027407,0.031237,0.038768,0.030132,0.028043,0.0338,0.023828,NaN,0.029771
419,0.032885,0.040674,0.030398,0.01887,0.026196,0.013204,0.037093,0.028298,0.031618,0.038928,0.030308,0.028269,0.033515,0.024553,NaN,0.030849
420,0.032768,0.041656,0.031162,0.02007,0.02677,0.014162,0.037126,0.029182,0.032673,0.039225,0.030766,0.028795,0.03408,0.025881,NaN,0.031202
421,0.033229,0.042279,0.031549,0.021198,0.027538,0.01464,0.03742,0.030232,0.033395,0.040268,0.031596,0.030155,0.034776,0.026514,NaN,0.031172
422,0.033588,0.041763,0.031632,0.021342,0.027546,0.014315,0.037002,0.030379,0.033196,0.040472,0.031598,0.030667,0.034771,0.026292,NaN,0.030456
423,0.033538,0.041289,0.032169,0.02092,0.027101,0.01448,0.036214,0.02979,0.032921,0.039481,0.030831,0.029668,0.03454,0.026571,NaN,0.029618
424,0.033604,0.042099,0.032183,0.021078,0.02695,0.014771,0.036246,0.030043,0.033189,0.039591,0.031136,0.02947,0.034474,0.027208,NaN,0.029692
425,0.03373,0.042802,0.032171,0.022006,0.02751,0.015081,0.036534,0.030284,0.034083,0.03981,0.0316,0.030133,0.034801,0.028054,NaN,0.030408
426,0.033743,0.042784,0.032131,0.022807,0.027998,0.014899,0.036309,0.030019,0.034665,0.039659,0.031648,0.030689,0.035116,0.028852,NaN,0.030851
427,0.033784,0.042661,0.031857,0.023148,0.027685,0.01421,0.036085,0.029878,0.034323,0.039709,0.031971,0.030885,0.03506,0.029545,NaN,0.030762
428,0.033852,0.041901,0.031678,0.023435,0.027124,0.014012,0.03591,0.029826,0.034243,0.039524,0.031568,0.031278,0.034781,0.029424,NaN,0.030448
429,0.034271,0.042038,0.031678,0.024295,0.027393,0.014675,0.03611,0.030491,0.034814,0.039933,0.03179,0.032285,0.034811,0.029549,NaN,0.030515
430,0.034625,0.042756,0.031645,0.025184,0.028007,0.015466,0.036295,0.03123,0.035336,0.040542,0.032723,0.033284,0.034679,0.029853,NaN,0.03066
431,0.034345,0.042036,0.031613,0.025052,0.027737,0.015603,0.035969,0.030715,0.035236,0.040111,0.032783,0.03291,0.033601,0.029337,NaN,0.03038
432,0.034282,0.041616,0.03189,0.025113,0.027814,0.015724,0.035787,0.030602,0.035162,0.039968,0.032702,0.032003,0.033295,0.029742,NaN,0.03057
433,0.034716,0.041952,0.032692,0.025632,0.028564,0.016163,0.036266,0.031193,0.035719,0.04034,0.033327,0.031797,0.033677,0.0307,NaN,0.031061
434,0.035133,0.042121,0.033344,0.025795,0.029264,0.016554,0.036893,0.031347,0.036363,0.040569,0.034192,0.032112,0.033551,0.03091,NaN,0.031003
435,0.035166,0.041986,0.033472,0.025856,0.029039,0.016598,0.036912,0.030869,0.036179,0.040537,0.033967,0.032015,0.03345,0.031088,NaN,0.031065
436,0.03489,0.042051,0.033317,0.025922,0.028712,0.01641,0.03716,0.030429,0.036084,0.040399,0.034044,0.032267,0.033481,0.031308,NaN,0.031276
437,0.034833,0.042201,0.032981,0.025906,0.028559,0.016196,0.037592,0.030325,0.036363,0.040328,0.034338,0.032569,0.033345,0.031468,NaN,0.031369
438,0.035292,0.041903,0.032645,0.025758,0.028339,0.016099,0.037765,0.030573,0.036581,0.040372,0.033761,0.032202,0.033059,0.03142,NaN,0.031473
439,0.035224,0.041719,0.032962,0.025837,0.02786,0.016321,0.037856,0.030515,0.036611,0.04031,0.033404,0.031726,0.032921,0.031437,NaN,0.031452
440,0.035079,0.041637,0.033485,0.02584,0.027994,0.016333,0.037743,0.030478,0.036619,0.040145,0.033045,0.031334,0.033079,0.031327,NaN,0.031218
441,0.035172,0.041657,0.033736,0.025685,0.028538,0.016131,0.03749,0.030861,0.036735,0.040099,0.032656,0.031362,0.033392,0.031292,NaN,0.031024
442,0.035311,0.042024,0.033547,0.025944,0.028507,0.016744,0.037622,0.031416,0.036989,0.040211,0.032982,0.031799,0.033727,0.032227,NaN,0.031104
443,0.035619,0.042715,0.033661,0.026149,0.028687,0.017275,0.037988,0.03158,0.037318,0.040552,0.03321,0.032187,0.033731,0.032718,NaN,0.03123
444,0.035775,0.04282,0.033775,0.026148,0.028777,0.017301,0.037951,0.031336,0.037339,0.040505,0.03313,0.032146,0.033509,0.032366,NaN,0.031391
