system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_24,63,199,1524,645,230,534,212,946,2991,3495,3635,3627,3478,0,0,0,0,0,4,23,55,22,1270,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,63,191,1675,834,273,472,296,775,2250,2820,2797,3058,3464,0,0,0,0,0,4,29,49,32,1018,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,63,170,1534,658,219,523,195,946,3079,3598,3628,3754,4041,0,0,0,0,0,4,23,54,21,1405,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,63,191,1610,651,210,509,175,981,3340,3961,4072,4202,3894,0,0,0,0,0,4,21,53,19,1418,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,63,162,1603,643,213,510,180,927,3220,3867,3961,4033,4244,0,0,0,0,0,4,21,53,20,1271,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,63,170,1602,666,210,536,191,965,3289,3789,3891,4030,4175,0,0,0,0,0,4,22,55,20,1369,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,63,191,1682,776,265,540,269,923,2719,3051,3303,3312,3464,0,0,0,0,0,4,27,55,27,1193,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,63,189,1558,673,254,595,228,1048,2947,3470,3530,3631,3358,0,0,0,0,0,4,26,61,23,1342,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,63,191,1598,779,296,629,314,1108,2660,3051,3179,3358,3894,0,0,0,0,0,4,30,65,32,1250,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,63,192,1717,777,241,587,224,1047,3116,3580,3603,3735,3938,0,0,0,0,0,4,25,60,24,1298,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,63,174,1712,697,225,560,198,1032,3416,4066,4227,4286,4326,0,0,0,0,0,4,23,58,20,1327,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,63,191,1593,676,244,571,222,949,2906,3528,3541,3685,3464,0,0,0,0,0,4,25,58,24,1253,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,63,189,1578,676,230,549,210,957,2993,3525,3732,3688,3358,0,0,0,0,0,4,23,56,21,1312,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,63,223,1652,831,324,678,363,1201,2749,3047,3169,3280,3422,0,0,0,0,0,4,34,69,37,1226,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,63,203,1735,783,281,703,269,1200,3373,3861,4009,4083,3867,0,0,0,0,0,4,29,72,28,1400,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,63,175,1691,701,228,609,201,1031,3395,3982,4115,4189,4363,0,0,0,0,0,4,23,63,21,1344,2019-06-07T15:51:23,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
