system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_18,91,94,1801,887,173,432,584,1401,1960,2104,2298,2650,2621,0,0,0,0,0,4,18,44,60,672,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,91,82,1744,809,172,507,524,1213,2171,2594,2738,2828,3103,0,0,0,0,0,4,18,52,54,803,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,91,61,1552,688,155,383,458,963,1681,2200,2374,2671,3148,0,0,0,0,0,4,17,40,47,759,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,91,63,1498,711,168,462,405,1022,2034,2380,2683,2761,2795,0,0,0,0,0,4,17,48,42,807,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,91,54,1545,659,158,490,359,1057,2479,2884,3306,3247,3031,0,0,0,0,0,4,16,51,37,834,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,91,59,1448,617,143,468,410,1010,2282,2637,2872,3050,3046,0,0,0,0,0,4,16,48,43,721,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,91,56,1360,579,162,460,373,1015,2198,2607,2826,2971,2856,0,0,0,0,0,4,17,47,38,792,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,91,72,1384,731,164,345,423,854,1517,1816,1931,2111,2527,0,0,0,0,0,4,19,35,43,524,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,91,63,1365,622,165,471,562,1108,1923,2400,2779,2715,2795,0,0,0,0,0,4,17,48,59,865,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,91,79,1631,723,146,508,461,1262,2325,2665,3027,3103,2132,0,0,0,0,0,4,16,52,48,911,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,91,57,1491,657,141,468,365,1075,2278,2687,2947,3010,3256,0,0,0,0,0,4,13,49,38,811,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,91,69,1534,660,161,503,404,1086,2504,2844,3128,3209,3135,0,0,0,0,0,4,17,51,42,872,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,91,72,1537,754,189,392,403,945,1599,1922,2190,2431,2527,0,0,0,0,0,4,18,41,43,697,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,91,64,1271,558,119,378,331,968,1949,2223,2424,2526,2440,0,0,0,0,0,4,13,38,34,927,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,91,79,1381,816,182,284,326,673,1081,1312,1358,1565,2132,0,0,0,0,0,4,20,29,33,602,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,91,108,1361,793,168,345,401,833,1306,1352,1608,1726,2061,0,0,0,0,0,4,17,36,41,529,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,91,76,1586,720,174,475,438,1108,2231,2526,2946,2943,3082,0,0,0,0,0,4,19,50,46,791,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,91,72,1508,691,156,483,409,1045,2153,2429,2844,2736,2527,0,0,0,0,0,4,16,50,42,764,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,91,64,1429,652,147,465,443,1048,2083,2368,2678,2729,2440,0,0,0,0,0,4,15,47,45,927,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,91,145,1945,1161,309,432,570,931,1288,1458,1712,1861,1768,0,0,0,0,0,4,31,45,59,626,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,91,137,2008,1125,251,401,521,989,1450,1698,2010,2086,1972,0,0,0,0,0,4,26,42,54,652,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,91,85,1577,706,167,527,509,1223,2275,2668,2857,3063,3179,0,0,0,0,0,4,17,55,53,821,2019-10-15T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
