system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_0,69,976,2020,1370,1029,1064,1139,1410,1791,1982,2284,2296,3020,5,0,0,0,2048,10,105,109,116,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17176138,42.53735899]}"
2_1,69,981,2189,1506,1036,1069,1161,1464,1846,2060,2287,2359,2967,0,0,0,0,2048,10,107,109,118,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17220166,42.53664271]}"
2_2,68,937,2099,1413,1031,1036,1141,1415,1802,2013,2322,2340,2936,2,0,0,0,2048,10,105,105,116,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17294426,42.53548522]}"
2_3,68,906,2093,1413,1011,1011,1097,1397,1749,1965,2273,2340,2904,0,0,0,0,2048,10,104,103,112,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17350955,42.53454769]}"
2_4,68,893,2222,1494,996,1007,1103,1413,1773,1943,2311,2317,2917,0,0,0,0,2048,10,101,102,112,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17384774,42.53400681]}"
2_5,69,978,2048,1399,1046,1061,1120,1396,1833,2030,2335,2371,2986,4,0,0,0,2048,10,108,109,115,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17199578,42.53726421]}"
2_6,69,971,2150,1475,1044,1056,1145,1435,1800,2035,2369,2352,2914,1,0,0,0,2048,10,106,108,117,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17274081,42.53651678]}"
2_7,68,944,2088,1408,997,1046,1157,1444,1810,2059,2382,2433,2861,1,0,0,0,2048,10,103,106,118,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17355408,42.53564725]}"
2_8,68,931,2259,1551,1046,1082,1197,1456,1765,2021,2277,2343,2958,0,0,0,0,2048,10,107,110,122,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17428897,42.53489182]}"
2_9,68,886,2178,1474,995,1026,1131,1441,1787,2040,2321,2357,2948,0,0,0,0,2048,10,103,104,115,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17484656,42.53435635]}"
2_10,69,978,2048,1399,1046,1061,1120,1396,1833,2030,2335,2371,2986,4,0,0,0,2048,10,108,109,115,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17215007,42.53732217]}"
2_11,69,971,2076,1391,1030,1029,1116,1408,1854,2082,2387,2387,2914,2,0,0,0,2048,10,105,105,114,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17311207,42.53663424]}"
2_12,68,962,1886,1282,994,1002,1029,1285,1680,1866,2081,2141,2858,3,0,0,0,2048,10,102,103,105,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17376999,42.53619407]}"
2_13,68,965,2055,1432,1014,1012,1132,1404,1710,1914,2201,2261,2822,2,0,0,0,2048,10,104,103,116,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17443905,42.53573871]}"
2_14,68,921,2066,1419,996,1026,1096,1379,1808,2018,2311,2266,2848,1,0,0,0,2048,10,101,105,112,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17581962,42.53481354]}"
2_15,69,978,2024,1344,1044,1087,1121,1465,1993,2223,2583,2571,2986,5,0,0,0,2048,10,106,111,115,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17252866,42.53727737]}"
2_16,69,973,2054,1402,1017,1034,1131,1394,1747,1980,2278,2252,2975,3,0,0,0,2048,10,104,105,116,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17333147,42.53687172]}"
2_17,68,962,2052,1408,1032,1047,1126,1403,1781,1982,2280,2323,2858,4,0,0,0,2048,10,106,107,115,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.1738539,42.53665254]}"
2_18,68,1001,2117,1490,1052,1044,1138,1414,1741,1926,2112,2238,2935,2,0,0,0,2048,10,107,107,116,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,68,999,2317,1593,1045,1089,1219,1508,1830,2049,2328,2426,3014,0,0,0,0,2048,10,107,111,124,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,69,976,1903,1293,1042,1053,1051,1345,1883,2038,2311,2322,3020,7,0,0,0,2048,10,106,107,107,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
