system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_10,80,713,1788,870,680,936,609,1322,3771,4440,4672,4640,4840,0,0,0,0,2048,10,70,95,62,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17215007,42.53732217]}"
2_11,80,680,1766,848,680,902,618,1271,3612,4348,4572,4552,5052,0,0,0,0,2048,10,70,92,64,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17311207,42.53663424]}"
2_12,80,691,1770,869,663,931,605,1319,3623,4291,4453,4481,5028,0,0,0,0,2048,10,69,95,61,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17376999,42.53619407]}"
2_13,80,684,1744,843,668,902,592,1246,3599,4336,4528,4508,4897,0,0,0,0,2048,10,69,92,61,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17443905,42.53573871]}"
2_14,80,673,1805,865,657,925,592,1309,3756,4497,4697,4764,4905,0,0,0,0,2048,10,67,94,60,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17581962,42.53481354]}"
2_15,80,713,1728,863,690,945,635,1296,3451,4082,4310,4266,4840,0,0,0,0,2048,10,71,97,65,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17252866,42.53727737]}"
2_16,80,703,1740,848,687,940,628,1306,3644,4265,4534,4524,5036,0,0,0,0,2048,10,71,96,64,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17333147,42.53687172]}"
2_17,80,691,1775,856,675,915,615,1279,3686,4424,4634,4596,5028,0,0,0,0,2048,10,70,93,63,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.1738539,42.53665254]}"
2_18,80,679,1775,885,676,927,602,1295,3485,4139,4355,4339,4873,0,0,0,0,2048,10,70,95,62,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,80,675,1809,882,680,923,626,1294,3531,4214,4439,4514,4837,0,0,0,0,2048,10,69,94,64,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,80,678,1766,866,676,953,614,1345,3627,4216,4402,4423,5008,0,0,0,0,2048,10,70,98,64,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,80,715,1719,894,681,903,658,1275,3205,3807,3946,3968,4743,0,0,0,0,2048,10,70,92,68,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,80,701,1704,851,660,885,619,1277,3598,4282,4471,4448,4891,0,0,0,0,2048,10,68,91,64,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,80,681,1679,821,613,852,587,1227,3453,4100,4316,4338,4917,0,0,0,0,2048,10,64,87,60,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,80,629,1602,805,619,859,572,1207,3191,3723,3940,3902,4398,0,0,0,0,2048,10,64,88,59,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,80,736,1739,947,709,911,686,1249,2930,3454,3722,3683,4607,0,0,0,0,2048,10,73,93,70,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,80,715,1677,864,689,936,642,1298,3474,3934,4284,4223,4743,0,0,0,0,2048,10,70,96,66,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,80,701,1726,856,619,893,593,1300,3637,4340,4496,4439,4722,0,0,0,0,2048,10,63,91,61,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,80,633,1692,812,603,851,566,1217,3428,4061,4215,4276,4911,0,0,0,0,2048,10,62,87,57,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,80,617,1698,821,599,857,563,1232,3451,4006,4202,4216,4840,0,0,0,0,2048,10,61,87,58,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,80,736,1752,963,743,940,717,1274,2992,3432,3597,3705,4607,1,0,0,0,2048,10,76,96,74,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,80,734,1646,869,703,1001,666,1374,3281,3738,3939,3920,4416,1,0,0,0,2048,10,72,102,68,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,80,701,1682,896,666,957,654,1396,3182,3634,3806,3886,4722,1,0,0,0,2048,10,69,98,67,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,80,658,1773,896,620,916,587,1338,3478,4030,4236,4178,4712,0,0,0,0,2048,10,64,94,60,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,80,618,1752,860,622,861,558,1272,3595,4215,4415,4446,4974,0,0,0,0,2048,10,64,88,57,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,80,736,1735,877,705,949,639,1316,3323,3933,4178,4075,4607,0,0,0,0,2048,10,72,97,66,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,80,734,1692,879,710,971,672,1337,3298,3844,4071,4051,4416,1,0,0,0,2048,10,73,99,69,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,80,704,1737,953,696,1034,704,1509,3150,3495,3736,3730,4472,1,0,0,0,2048,10,72,105,72,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,80,647,1789,924,678,1020,630,1492,3637,4144,4345,4351,4756,0,0,0,0,2048,10,69,104,65,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,80,623,1782,877,623,926,568,1332,3650,4245,4477,4431,5008,0,0,0,0,2048,10,63,94,58,854,2019-06-12T15:51:18,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
