system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_17,142,340,1646,698,363,510,308,781,2908,3705,3694,3989,3878,0,0,0,0,0,4,38,53,32,2539,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.1738539,42.53665254]}"
2_18,142,309,1574,700,345,475,286,776,2621,3298,3249,3586,3593,0,0,0,0,0,4,35,49,30,2462,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,142,313,1616,717,358,527,321,799,2754,3529,3411,3664,3711,0,0,0,0,0,4,37,54,33,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,143,830,1915,913,1038,1037,750,1231,2874,3504,3677,3818,4292,1,0,0,0,0,10,106,106,77,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,143,703,1918,973,930,1009,821,1289,2939,3632,3625,3781,3920,1,0,0,0,0,4,95,103,84,2390,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,143,420,1662,746,545,671,461,911,2975,3800,3813,3995,3881,0,0,0,0,0,4,56,69,47,2565,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,142,345,1323,569,358,493,314,702,2486,3232,3120,3399,3372,0,0,0,0,0,4,37,51,32,2400,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,142,330,1402,604,365,548,319,795,2611,3316,3309,3503,3355,0,0,0,0,0,4,38,56,33,2511,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,143,963,2026,1153,1020,1149,1017,1480,3021,3604,3620,3806,3992,3,0,0,0,0,4,104,117,104,2384,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,143,703,2239,1171,1516,1528,1259,1640,3192,3851,4049,4040,3920,10,0,0,0,0,7,154,156,129,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,143,607,1605,717,489,623,381,902,2987,3698,3644,3883,3701,0,0,0,0,0,4,50,64,39,2536,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,142,324,1034,459,346,462,278,632,2115,2648,2529,2859,3299,0,0,0,0,0,4,36,48,29,2383,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,142,318,1476,627,374,554,324,828,2797,3572,3480,3810,3256,0,0,0,0,0,4,39,57,34,2748,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,143,963,2343,1275,1550,1577,1363,1756,3160,3799,3895,4005,3992,12,0,0,0,0,7,158,161,139,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,143,1538,2629,1542,2017,1967,1683,2074,3422,3916,4186,4109,4558,24,0,0,0,0,8,205,200,172,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,143,607,1916,977,1375,1278,954,1397,2785,3297,3652,3425,3701,4,0,0,0,0,7,140,130,97,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,143,398,1630,802,422,631,380,955,2736,3189,3192,3388,3233,0,0,0,0,0,4,43,65,39,2443,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,142,317,902,410,310,404,260,557,1791,2264,2215,2485,2839,0,0,0,0,0,4,32,42,27,2242,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,143,963,1814,872,860,937,658,1107,2917,3470,3674,3686,3992,0,0,0,0,0,4,88,96,68,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,143,1538,2690,1661,1674,1793,1657,2103,3531,4053,4060,4232,4558,1,0,0,0,0,7,171,183,169,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,143,880,2303,1464,1368,1507,1423,1927,3272,3809,3639,4013,3694,2,0,0,0,0,7,140,154,145,2485,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,143,431,1476,673,745,881,642,1143,2619,3152,3168,3319,3293,1,0,0,0,0,4,76,90,66,2496,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,142,331,1487,668,361,543,322,859,2819,3505,3427,3736,3660,0,0,0,0,0,4,37,56,33,2780,2019-08-06T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
