system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_0,74,723,1865,939,853,1009,605,1299,3859,4669,4770,4833,5412,0,0,0,0,2048,10,87,103,62,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17176138,42.53735899]}"
2_1,74,712,1796,900,746,872,581,1194,3630,4558,4690,4759,5449,0,0,0,0,2048,10,76,89,60,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17220166,42.53664271]}"
2_2,74,720,1783,916,665,897,596,1226,3622,4452,4576,4632,5326,0,0,0,0,2048,10,68,92,61,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17294426,42.53548522]}"
2_3,74,681,1859,920,702,885,627,1283,3713,4530,4663,4787,5327,0,0,0,0,2048,10,72,90,64,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17350955,42.53454769]}"
2_4,74,677,1799,898,680,931,645,1254,3600,4456,4616,4713,5347,0,0,0,0,2048,10,70,96,67,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17384774,42.53400681]}"
2_5,74,772,1873,943,879,995,604,1250,3797,4629,4685,4807,5301,0,0,0,0,2048,10,90,102,62,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17199578,42.53726421]}"
2_6,74,737,1826,913,742,872,624,1265,3675,4575,4700,4766,5415,0,0,0,0,2048,10,76,89,64,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17274081,42.53651678]}"
2_7,74,709,1738,881,718,937,581,1212,3558,4429,4523,4612,5223,0,0,0,0,2048,10,73,96,59,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17355408,42.53564725]}"
2_8,74,657,1765,897,700,891,641,1215,3541,4382,4400,4533,5282,0,0,0,0,2048,10,72,91,66,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17428897,42.53489182]}"
2_9,74,666,1738,869,697,910,575,1153,3603,4491,4553,4728,5328,0,0,0,0,2048,10,72,93,59,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17484656,42.53435635]}"
2_10,74,772,1873,943,879,995,604,1250,3797,4629,4685,4807,5301,0,0,0,0,2048,10,90,102,62,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17215007,42.53732217]}"
2_11,74,737,1791,910,776,904,652,1260,3633,4459,4593,4624,5415,0,0,0,0,2048,10,80,92,67,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17311207,42.53663424]}"
2_12,74,735,1795,925,706,928,648,1270,3582,4363,4445,4514,5310,0,0,0,0,2048,10,72,95,66,1689,2019-06-17T15:51:22,"{""type"":""Point"",""coordinates"":[-72.17376999,42.53619407]}"
