system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_0,63,85,1571,651,177,448,258,944,2683,3147,3468,3354,3313,0,0,0,0,0,4,17,46,26,449,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17176138,42.53735899]}"
2_1,63,99,1564,661,144,353,215,758,2343,2939,3130,3275,3350,0,0,0,0,0,4,14,37,23,427,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17220166,42.53664271]}"
2_2,63,92,1668,686,162,392,224,891,2633,3183,3565,3592,3708,0,0,0,0,0,4,17,41,24,425,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17294426,42.53548522]}"
2_3,63,96,1615,692,135,384,214,930,2659,3075,3220,3400,3603,0,0,0,0,0,4,13,41,23,374,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17350955,42.53454769]}"
2_4,63,93,1630,689,174,456,256,923,2641,3206,3575,3508,3465,0,0,0,0,0,4,19,47,26,424,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17384774,42.53400681]}"
2_5,63,96,1622,657,178,443,236,916,2649,3114,3404,3440,3088,0,0,0,0,0,4,19,45,24,497,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17199578,42.53726421]}"
2_6,63,99,1606,662,160,402,229,894,2665,3145,3574,3527,3353,0,0,0,0,0,4,17,42,24,481,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17274081,42.53651678]}"
2_7,63,94,1558,660,166,420,211,848,2690,3302,3611,3547,3388,0,0,0,0,0,4,17,43,22,438,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17355408,42.53564725]}"
2_8,63,93,1641,697,197,431,257,852,2513,3115,3451,3513,3611,0,0,0,0,0,4,21,44,27,403,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17428897,42.53489182]}"
2_9,63,95,1561,645,160,406,202,807,2646,3204,3632,3581,3571,0,0,0,0,0,4,15,42,22,432,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17484656,42.53435635]}"
2_10,63,96,1622,657,178,443,236,916,2649,3114,3404,3440,3088,0,0,0,0,0,4,19,45,24,497,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17215007,42.53732217]}"
2_11,63,99,1537,634,160,392,218,795,2551,3164,3454,3442,3353,0,0,0,0,0,4,17,40,23,437,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17311207,42.53663424]}"
2_12,63,101,1473,629,140,364,238,871,2539,2945,3048,3171,3424,0,0,0,0,0,4,14,38,25,398,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17376999,42.53619407]}"
2_13,63,100,1534,623,178,406,211,811,2704,3263,3635,3495,2974,0,0,0,0,0,4,18,42,22,432,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17443905,42.53573871]}"
2_14,63,90,1645,694,167,421,233,903,2713,3236,3692,3586,3499,0,0,0,0,0,4,17,43,25,417,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17581962,42.53481354]}"
2_15,63,96,1446,600,184,430,222,841,2557,2998,3370,3187,3088,0,0,0,0,0,4,20,44,23,462,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17252866,42.53727737]}"
2_16,63,97,1519,629,171,404,224,849,2560,3031,3347,3386,3499,0,0,0,0,0,4,18,42,23,437,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17333147,42.53687172]}"
2_17,63,101,1547,626,159,347,211,788,2535,3114,3270,3341,3424,0,0,0,0,0,4,15,36,22,447,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1738539,42.53665254]}"
2_18,63,103,1574,714,145,325,249,882,2227,2469,2611,2753,2888,0,0,0,0,0,4,16,34,25,334,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17524182,42.53602925]}"
2_19,63,94,1608,705,174,400,245,836,2296,2771,2962,3136,3313,0,0,0,0,0,4,17,42,26,404,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17602022,42.53570034]}"
2_20,63,85,1533,636,146,359,234,859,2148,2484,2781,2942,3313,0,0,0,0,0,4,14,37,24,402,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1718475,42.53772139]}"
2_21,63,85,1481,635,178,387,246,817,2215,2578,3033,2911,3077,0,0,0,0,0,4,19,40,25,423,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,63,86,1514,622,176,410,211,800,2554,3073,3519,3472,3296,0,0,0,0,0,4,18,43,22,470,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,63,91,1395,567,165,381,202,777,2401,2852,3235,3214,3270,0,0,0,0,0,4,17,39,21,388,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,63,84,1287,528,165,391,222,728,2357,2809,3082,3067,2922,0,0,0,0,0,4,18,40,23,425,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,63,102,1372,694,173,318,240,648,1628,1896,2223,2280,2667,0,0,0,0,0,4,19,33,25,231,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,63,85,1308,536,142,372,233,868,2433,2782,3121,3124,3077,0,0,0,0,0,4,16,39,24,540,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,63,107,1551,673,184,447,249,935,2602,3130,3446,3378,2487,0,0,0,0,0,4,18,46,27,527,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,63,94,1418,581,160,395,211,807,2426,2944,3251,3207,3403,0,0,0,0,0,4,16,41,22,437,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,63,92,1476,607,176,433,238,852,2627,3070,3353,3380,3319,0,0,0,0,0,4,19,44,24,506,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,63,102,1446,682,203,372,275,766,1990,2265,2543,2450,2667,0,0,0,0,0,4,21,38,29,324,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,63,83,1230,525,141,355,210,796,2154,2563,2741,2826,2684,0,0,0,0,0,4,15,37,22,543,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,63,107,1364,721,183,289,297,722,1250,1417,1589,1855,2487,0,0,0,0,0,4,19,30,30,305,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,63,119,1304,679,159,328,286,745,1585,1828,1914,1953,2317,0,0,0,0,0,4,15,34,30,284,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,63,97,1530,651,175,406,256,811,2373,2849,3181,3170,3296,0,0,0,0,0,4,18,42,27,426,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,63,102,1466,622,178,420,240,835,2313,2730,3066,2934,2667,0,0,0,0,0,4,18,43,25,414,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,63,83,1416,591,153,380,216,817,2323,2723,3033,2983,2684,0,0,0,0,0,4,15,39,22,512,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,63,155,1751,1004,277,415,496,940,1453,1724,1985,2048,2012,0,0,0,0,0,4,28,43,51,330,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,63,142,1779,927,229,398,455,1030,1770,2018,2347,2439,2215,0,0,0,0,0,4,23,41,47,349,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,63,99,1492,623,153,423,227,832,2508,2913,3178,3166,3434,0,0,0,0,0,4,16,44,24,464,2019-10-05T15:51:16,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
